,corporate_number,name,subsidy_title,amount,date_of_approval
5588,3370005002919,農事組合法人新浜協業組合,水田活用直接支払交付金,736570,2022-03-16
5587,3370005002919,農事組合法人新浜協業組合,水田活用直接支払交付金,16755459,2022-12-07
5586,3370005002919,農事組合法人新浜協業組合,水田活用直接支払交付金,271960,2023-03-23
5585,3370005002919,農事組合法人新浜協業組合,水田活用直接支払交付金,10963113,2023-12-06
5584,3370005002919,農事組合法人新浜協業組合,水田活用直接支払交付金,758300,2024-03-13
5589,3370005002919,農事組合法人新浜協業組合,水田活用直接支払交付金,6888866,2021-12-20
5596,3370005002951,一般社団法人国分町街づくりプロジェクト,令和元年度中小企業経営支援等対策費補助金（商店街にぎわい創出事業）（一般社団法人国分町街づくりプロジェクト）,1000000,2019-12-25
5597,3370005002976,医療法人青楓会,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
5598,3370005003215,社会福祉法人うえるかむ,働き方改革推進支援助成金,153000,2022-01-28
5599,3370005003215,社会福祉法人うえるかむ,働き方改革推進支援助成金,187000,2020-12-24
5600,3370005003355,医療法人社団葵会,令和３年度（令和２年度からの繰越分）インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業実施医療機関支援事業）,1318000,2023-01-31
5601,3370005003355,医療法人社団葵会,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,100000,2022-03-30
5602,3370005003462,医療法人ふくじゅ草,令和２年度新型コロナウイルス感染症対応医療機関労災給付上乗せ補償保険加入支援事業補助金,4000,2021-02-24
5603,3370005003776,医療法人常寿会,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
5604,3370005003859,インテグリ税理士法人,働き方改革推進支援助成金（テレワーク特例コース第２次）,13000,2020-10-30
5605,3370005003867,医療法人あすと長町えだクリニック,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,1000000,2021-07-12
5606,3370005003867,医療法人あすと長町えだクリニック,令和２年度新型インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,21960000,2021-03-24
5607,3370005003883,医療法人和康会,令和３年度（令和２年度からの繰越分）インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,1815000,2022-03-31
5608,3370005003999,医療法人社団　歯科クレール,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
5609,3370005005962,一般社団法人プレーワーカーズ,被災者支援総合交付金,-10000,2020-04-21
5610,3370005005962,一般社団法人プレーワーカーズ,被災者支援総合交付金,3500000,2019-10-21
5627,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,5724000,2019-08-22
5628,3370005005970,農事組合法人ドリーム真野,農業経営安定事業収入減少影響緩和対策交付金,1429170,2019-06-18
5629,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,3198790,2019-03-13
5630,3370005005970,農事組合法人ドリーム真野,水田活用の直接支払交付金,17164500,2018-12-14
5631,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,1311590,2018-12-14
5632,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,10740000,2018-08-31
5636,3370005005970,農事組合法人ドリーム真野,水田活用の直接支払交付金,7245265,2018-01-24
5634,3370005005970,農事組合法人ドリーム真野,水田活用の直接支払交付金,376165,2018-03-23
5635,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,992645,2018-03-23
5626,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,5786000,2019-09-18
5637,3370005005970,農事組合法人ドリーム真野,水田活用の直接支払交付金,11448500,2017-12-19
5638,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,2924010,2017-12-11
5633,3370005005970,農事組合法人ドリーム真野,農業経営安定事業収入減少影響緩和対策交付金,1222811,2018-06-14
5625,3370005005970,農事組合法人ドリーム真野,水田活用直接支払交付金,10850000,2019-12-17
5616,3370005005970,農事組合法人ドリーム真野,農業経営安定事業収入減少影響緩和対策交付金,792910,2023-06-21
5623,3370005005970,農事組合法人ドリーム真野,水田活用直接支払交付金,6727050,2020-01-17
5622,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,13048000,2020-09-18
5621,3370005005970,農事組合法人ドリーム真野,水田活用直接支払交付金,7669500,2021-12-20
5620,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,2244990,2021-12-20
5619,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,6862270,2022-03-16
5618,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,10174000,2022-09-21
5617,3370005005970,農事組合法人ドリーム真野,水田活用直接支払交付金,3967080,2022-12-16
5615,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,10068000,2023-09-20
5614,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,3075110,2023-12-15
5613,3370005005970,農事組合法人ドリーム真野,畑作物産地形成促進事業,10760000,2023-12-15
5612,3370005005970,農事組合法人ドリーム真野,水田活用直接支払交付金,3900680,2023-12-15
5611,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,2846365,2024-03-15
5624,3370005005970,農事組合法人ドリーム真野,畑作物の直接支払交付金,3044830,2019-12-17
5640,3370005008916,ＫＯＹＡＭＡ社会保険労務士法人,働き方改革推進支援助成金,700000,2020-10-26
5639,3370005008916,ＫＯＹＡＭＡ社会保険労務士法人,働き方改革推進支援助成金,500000,2020-12-23
5666,3370005008932,農事組合法人長岡グリーンサポート,米の直接支払交付金,983250,2017-11-30
5664,3370005008932,農事組合法人長岡グリーンサポート,水田活用の直接支払交付金,127845,2018-03-23
5663,3370005008932,農事組合法人長岡グリーンサポート,農業経営安定事業収入減少影響緩和対策交付金,209189,2018-06-14
5662,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,1794000,2018-10-12
5661,3370005008932,農事組合法人長岡グリーンサポート,水田活用の直接支払交付金,10561517,2018-12-11
5660,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,511025,2019-03-19
5659,3370005008932,農事組合法人長岡グリーンサポート,農業経営安定事業収入減少影響緩和対策交付金,291835,2019-06-18
5658,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,1996000,2019-10-03
5657,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,10709842,2019-12-12
5656,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,577000,2020-03-17
5655,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,1950000,2021-10-20
5654,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,15320742,2021-12-15
5665,3370005008932,農事組合法人長岡グリーンサポート,水田活用の直接支払交付金,10295226,2017-12-21
5652,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,1486875,2022-03-16
5641,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,2327640,2024-03-21
5642,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,1680200,2024-03-21
5643,3370005008932,農事組合法人長岡グリーンサポート,畑作物産地形成促進事業,872000,2023-12-20
5644,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,12758583,2023-12-20
5645,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,2628000,2023-10-25
5653,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,2208560,2022-03-16
5647,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,1242370,2023-03-23
5648,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,2043220,2023-03-17
5649,3370005008932,農事組合法人長岡グリーンサポート,水田活用直接支払交付金,14980930,2022-12-14
5650,3370005008932,農事組合法人長岡グリーンサポート,畑作物の直接支払交付金,2056000,2022-10-19
5651,3370005008932,農事組合法人長岡グリーンサポート,農業経営安定事業収入減少影響緩和対策交付金,704850,2022-06-23
5646,3370005008932,農事組合法人長岡グリーンサポート,農業経営安定事業収入減少影響緩和対策交付金,1201057,2023-06-16
5667,3370005008940,特定非営利活動法人中山街づくりセンター,平成２９年度地域・まちなか商業活性化支援事業費補助金（地域商業自立促進事業）交付決定（なかやま商店街振興組合、特定非営利活動法人中山街づくりセンター）,60787558,2017-10-11
5678,3370005008957,農事組合法人平形農園,水田活用の直接支払交付金,355064,2019-01-28
5685,3370005008957,農事組合法人平形農園,米の直接支払交付金,814500,2017-12-11
5684,3370005008957,農事組合法人平形農園,水田活用の直接支払交付金,3493910,2017-12-21
5683,3370005008957,農事組合法人平形農園,水田活用の直接支払交付金,288567,2018-01-19
